,artist,track,uri,nick_history,jojo_history,rich_history
1094,Tyla Yaweh,High Right Now (feat. Wiz Khalifa) - Remix,spotify:track:5DPASDOoVakOcD8EIhb46T,True,,
1095,J. Cole,a m a r i,spotify:track:2cnKST6T9qUo2i907lm8zX,True,,
1096,Rosa Walton,I Really Want to Stay at Your House,spotify:track:7mykoq6R3BArsSpNDjFQTm,True,,
1097,Empire of the Sun,Alive,spotify:track:5WBnKCEsPwsvWHUZmLjS3s,True,,
1098,Yung Pinch,HARD TIMES,spotify:track:6PeNPuWac474B7l2FcbZS8,True,,
1099,Quinn XCII,Stacy,spotify:track:1pyGo7knT3LE2I1FJIrwdX,True,,
1100,24kGoldn,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",spotify:track:6FuGJB290AQMAHTfjOYVaK,True,,
1101,Alessia Cara,How Far I'll Go - Alessia Cara Version,spotify:track:1ehPJRt49h6N0LoryqKZXq,True,,
1102,Bazzi,Dreams,spotify:track:6fZpcVRr45Z6fLtciswBBU,True,,True
1103,Scott Bradlee's Postmodern Jukebox,Seven Nation Army,spotify:track:2Lv9mFjcIFPn8zyWF89EAe,,,
1104,Choker,Petrol Bliss,spotify:track:7w0lCrXGoUj5b8DgW5wZlx,True,,
1105,Joji,R.I.P. (feat. Trippie Redd),spotify:track:4wJ8dJKBAxdDe5cUx8K779,True,,
1106,Young Thug,The London (feat. J. Cole & Travis Scott),spotify:track:7DcvwMAiqKJQD1rrdfxSDx,True,,
1107,Dermot Kennedy,"Heartless - Recorded At RAK Studios, London",spotify:track:6S4vdF9ENvX8WN8PvJ6soA,True,,
1108,Khalid,Coaster,spotify:track:39KG4kom3enSx4GTThuDGt,True,,
1109,Mac Miller,Dunno - Recorded at Spotify Studios NYC,spotify:track:6eIEJLVaPTU3NuctqdWCzJ,True,,
1110,Sampha,Plastic 100°C,spotify:track:0P5bg4JX1fUplClPC0nkUS,True,,
1111,KSI,Lose,spotify:track:7nVERWQXlgZRQsYw4fHf3b,True,,
1112,24kGoldn,Unbelievable (feat. Kaash Paige),spotify:track:1BEre9NGa02ItxQaGaD1SB,True,,
1113,JERZY.,Hey Girl,spotify:track:5VYkW5vEYbPjjQJW57kP2n,,,
1114,Alina Baraz,Electric (feat. Khalid),spotify:track:25wBlLDFcspzo9gBqvrQr3,True,,True
1115,Glass Animals,Heat Waves - Oliver Heldens Remix,spotify:track:6yvdWGtowJa7ffgc1UR5SF,True,,
1116,Khalid,Saved,spotify:track:248OFOZef6ShXv6DGgbnxU,True,,True
1117,mike.,These Days,spotify:track:5tsI3xxDHDgzHhn30LTQNz,True,,
1118,SEGA SOUND TEAM,Resort Island : Can You Feel The Sunshine?,spotify:track:0w8ECuZLCUP3a9O9LpYUbo,True,,
1119,Justin Bieber,As I Am (feat. Khalid),spotify:track:6F2r4HgpJnvKDmkN6JEN6J,True,,
1120,Lil Baby,Heatin Up (feat. Gunna),spotify:track:7KSSdFCBHCfq4KPzz78ghk,,,
1121,Phlake,Gone,spotify:track:1bTznoPGxp3ygLTHReQtIh,True,,
1122,PnB Rock,TTM (feat. Wiz Khalifa & NGHTMRE),spotify:track:2lH43POZa4XHxydnZizET5,True,,
1123,Yoh kamiyama,YELLOW,spotify:track:6oLejuhWNQf76ydBbtLrT9,True,,
1124,Muray,One day (第459話〜492話 OP),spotify:track:2OrM9Dz171ht7Rd1xZjPxB,True,,
1125,ILLENIUM,Blame Myself,spotify:track:1suqXPrYygZ7BYiSfaVZE4,True,,
1126,Yung Pinch,20 Years Later,spotify:track:5fPZ5rlUHzHfNY0Eda4T8o,,,
1127,ONE OK ROCK,Wasted Nights,spotify:track:39LyUQIy7idLxPdsjyZsxe,True,,
1128,The Kid LAROI,WITHOUT YOU,spotify:track:27OeeYzk6klgBh83TSvGMA,True,,True
1129,Post Malone,Psycho (feat. Ty Dolla $ign),spotify:track:65NwOZqoXny4JxqAPlfxRF,True,,
1130,Wes Walker,Jordan Belfort,spotify:track:6qMXubogFdMrvVMJwqATzd,True,,True
1131,Drake,Massive,spotify:track:0oiv4E896TUTTeQU0cmIui,True,,
1132,Grimes,Delicate Weapon,spotify:track:1hT3eaGzrcFriQtgGdvsZv,True,,
1133,Kota the Friend,Wolves,spotify:track:49nkBg3OJtp6m6TQPmG1Qw,True,,
1134,Porter Robinson,Sad Machine,spotify:track:1JY6B9ILvmRla2IKKRZvnH,True,,
1135,OOHYO,Honey Tea,spotify:track:4hxcpJ1sM0lrhVrqiBIMof,True,,True
1136,Marshmello,Numb,spotify:track:10xV5l9nhLvFpR8mqzs0bL,True,,
1137,21 Savage,Mr. Right Now (feat. Drake),spotify:track:4Q34FP1AT7GEl9oLgNtiWj,True,,
1138,Col3trane,Superpowers (with GoldLink),spotify:track:1iZjxPc5GJhEBl6CZOZXTw,True,,
1139,HONNE,Day 1 ◑,spotify:track:7AWZvcyaSBxRzaBJcHf9XL,True,,True
1140,Young Stoner Life,Came and Saw (feat. Rowdy Rebel),spotify:track:3GkEnNf2RWmdwkA2FfjQ3g,True,,
1141,Daniel Caesar,CYANIDE,spotify:track:3uouaAVXpQR3X8RYkJyitQ,True,,True
1142,Major Lazer,Run Up,spotify:track:0SujigeT7cxuxBfhN3eOcp,True,,True
1143,Cabu,Crazy,spotify:track:0CbgB2e5ItzZOA1yZA8Xnt,True,,
1144,Lil Wayne,Dark Side Of The Moon (feat. Nicki Minaj),spotify:track:5IvdLxVB8gwwcgnEkXSSW2,True,,
1145,Gryffin,Safe With Me (with Audrey Mika),spotify:track:6Skh3CBum0pZw9TOr7FQnX,True,,True
1146,Clean Bandit,I Miss You (feat. Julia Michaels) - Tokio Myers Remix,spotify:track:6NRzwNXPyXUVY7I6Jp8zPl,True,,
1147,Jaden,B,spotify:track:4PvVX27CitqLAamcc0PCRU,True,,
1148,The 1975,Somebody Else,spotify:track:5hc71nKsUgtwQ3z52KEKQk,True,,
1149,Takeoff,Casper,spotify:track:1B4gJRq61xTs6r1O0Uq2iY,True,,
1150,Polo G,Gang WithMe,spotify:track:1uMMWkJbsMkecvfx96d2F7,True,,
1151,Post Malone,Candy Paint,spotify:track:42CeaId2XNlxugDvyqHfDf,True,,
1152,Billie Eilish,bad guy,spotify:track:2Fxmhks0bxGSBdJ92vM42m,True,,
1153,Bazzi,Focus (feat. 21 Savage),spotify:track:2FqqVHvC4eKrsk97vpMRid,True,,
1154,BLACKPINK,Lovesick Girls,spotify:track:4Ws314Ylb27BVsvlZOy30C,True,,
1155,Kehlani,Honey,spotify:track:5QTdOvIF2ehBMZpSIIGzIo,True,True,
1156,The Kid LAROI,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),spotify:track:13EW51DKru044OJDJ9Bm8o,,,
1157,50 Cent,Still Think I'm Nothing (feat. Jeremih),spotify:track:3bCd9LWbzVbx5D735fzQEy,True,,
1158,A$AP Ferg,Plain Jane,spotify:track:4dVpf9jZjcORqGTLUaeYj9,True,True,
1159,BANKS,Warm Water,spotify:track:0lcxaYYEK5UnJMbaFgevtQ,True,,
1160,Rich Brian,Sydney,spotify:track:3OzZSSRbdIr1Jojw1rHUB1,True,,True
1161,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),spotify:track:4iJyoBOLtHqaGxP12qzhQI,True,,
1162,J. Cole,m y . l i f e (with 21 Savage & Morray),spotify:track:1D3z6HTiQsNmZxjl7F7eoG,True,,True
1163,JVNA,Breakdown,spotify:track:1B6Za6s7tPvxU9ISUEgRda,True,,
1164,Travis Scott,YOSEMITE,spotify:track:7lAK3oHbfEnvUQWosrMMpR,True,,
1165,KIDS SEE GHOSTS,Freeee (Ghost Town Pt. 2),spotify:track:7GRTrWsP3yo2Fx8umJfA1X,True,,True
1166,XXXTENTACION,Moonlight,spotify:track:0JP9xo3adEtGSdUEISiszL,True,,True
1167,Khalid,Love Lies (with Normani),spotify:track:45Egmo7icyopuzJN0oMEdk,True,,
1168,Bren Joy,Twenties,spotify:track:3BeQzzSxNb7lzN1pJwXXDf,True,,
1169,21 Savage,a lot,spotify:track:2t8yVaLvJ0RenpXUIAC52d,,,True
1170,ILLENIUM,Nightlight,spotify:track:06kxa3al7bUqRRo5nAFduZ,True,,
1171,Stamos,Cooking Thoughts of You,spotify:track:26TQ5jhZ0y3v2zQZ3FhOwu,True,,
1172,YNW Melly,Murder On My Mind,spotify:track:7eBqSVxrzQZtK2mmgRG6lC,True,,True
1173,Tom Misch,It Runs Through Me,spotify:track:02CygBCQOIyEuhNZqHHcNx,True,,
1174,Kanye West,All Mine,spotify:track:3qnoOm4fwZPBS116f5hpgF,True,True,True
1175,YNW Melly,Mixed Personalities (feat. Kanye West),spotify:track:6vWEAOUSxohKxhp0K1BsxL,True,,
1176,21 Savage,can't leave without it,spotify:track:0hPLZrnDgtKxrym1BHjDhd,True,,
1177,ROSÉ,Gone,spotify:track:2dHoVW9AxJVSRebPRyV2aA,True,,True
1178,Martin Garrix,High On Life (feat. Bonn),spotify:track:4ut5G4rgB1ClpMTMfjoIuy,True,,
1179,Møme,Aloha,spotify:track:7IfOWyh4jTfkcGVrXKVNq0,True,,
1180,Future,Fine China,spotify:track:5274I4mUMnYczyeXkGDWZN,True,,True
1181,The Kid LAROI,NEED YOU MOST (So Sick),spotify:track:1BR1uwcmiTSQooTvC5geCR,True,,
1182,SOB X RBE,Paramedic!,spotify:track:2tPcTFiQF9MbVUyjZ3zDhA,True,,True
1183,Frank Ocean,Biking,spotify:track:2q0VexHJirnUPnEOhr2DxK,True,,
1184,Post Malone,Die For Me (feat. Future & Halsey),spotify:track:59PYPDxTbqJpiGfyogPb5h,,,
1185,Offset,How Did I Get Here (feat. J. Cole),spotify:track:32iPykTXUNZ9oGyACGUybq,,,
1186,Jonas Brothers,Sucker,spotify:track:4y3OI86AEP6PQoDE6olYhO,True,,
1187,Arizona Zervas,LM$,spotify:track:2BRQDKhG1axUBEeXKxO1mm,True,,
1188,YG,"Go Loko (feat. Tyga, Jon Z)",spotify:track:1kK6DwzyXJSp58u5HYWwuD,True,,
1189,Fiji Blue,Waves,spotify:track:4If7JKEkzeY0WusIrOdQlC,True,,True
1190,Metro Boomin,Overdue (with Travis Scott),spotify:track:2mYDDUkBcgFNBqkWctyyuc,True,,
1191,Khalid,Vertigo,spotify:track:7stcuQtnHL7C6XdPvpwywv,True,,True
1192,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",spotify:track:2DQNYMRjisN3KAPj1bEwOI,True,,True
1193,The Kid LAROI,NOT SOBER (feat. Polo G & Stunna Gambino),spotify:track:1JXBNvlDEl2epKSJ9EOgKX,True,,True
1194,Drake,Laugh Now Cry Later (feat. Lil Durk),spotify:track:2SAqBLGA283SUiwJ3xOUVI,True,,True
1195,J. Cole,The Cut Off (feat. kiLL edward),spotify:track:3rFF7kSm5qBOOPs6ljFgPp,True,,
1196,Jack Harlow,CODY BANKS,spotify:track:0XcmRDeHawnaIYRIKW1vMo,True,,
1197,Trevor Daniel,Falling,spotify:track:4TnjEaWOeW0eKTKIEvJyCa,True,,True
1198,The Weeknd,Heartless,spotify:track:6bnF93Rx87YqUBLSgjiMU8,True,True,True
1199,The Chainsmokers,Beach House,spotify:track:2bQhVQbV7VBzSOPo8mbkUR,True,,
1200,Kanye West,On God,spotify:track:2SasoXZyv82yYgHiVOvxQn,True,,
1201,J. Cole,p u n c h i n ‘ . t h e . c l o c k,spotify:track:57ZUX6TNyKLBydAdVVd02x,True,,
1202,88rising,Tequila Sunrise (feat. AUGUST 08 & GoldLink),spotify:track:121bJml1xjrfnZuk2yPsLG,True,,
1203,MitiS,Without Me (feat. Danni Carra),spotify:track:7nDgGZbmdYQVIskaZnIXaB,True,,
1204,BØRNS,Electric Love,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,True,,
1205,Giveon,Heartbreak Anniversary,spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,True,,
1206,tobi lou,I Was Sad Last Night I'm OK Now,spotify:track:0gEcmyKlIUoi3sHTFVO1bE,True,,
1207,Miguel,Funeral,spotify:track:782CIMTujSmNFrRuAVhsqd,True,,
1208,ODIE,North Face,spotify:track:63bAGRSSX2V1hhPSP2NpBC,True,,
1209,RL Grime,I Wanna Know,spotify:track:4ToogKQq58R9TvO40qRuxi,True,,True
1210,Pop Smoke,Mood Swings (feat. Lil Tjay),spotify:track:5rZlwNFl01HqLWBQGryKSm,True,,True
1211,JACKBOYS,GANG GANG,spotify:track:6uJONCdr2rC65BNmCnTBWK,True,,
1212,Halsey,Coming Down,spotify:track:4lKXjLzAV0Nxwln8MxHVtQ,,,
1213,Jaden,Play This On A Mountain At Sunset,spotify:track:2KQNjZcD1WhJg8nDm34eQa,True,,
1214,Drake,Elevate,spotify:track:4uloft7ZE54WflsuqFmjC7,True,,
1215,Olivia Rodrigo,good 4 u,spotify:track:4ZtFanR9U6ndgddUvNcjcG,True,,
1216,Fiji Blue,Only When I Look into Your Eyes,spotify:track:5MgXxIwMUkJQlv5WYxlUNS,True,,
1217,Trippie Redd,!,spotify:track:5a1ofLoPiAn5xxf5UE6472,True,,
1218,Chelsea Cutler,Summer Love - Recorded at Spotify Studios NYC,spotify:track:3LSnp6mtKiVXCJwsmOvfMd,,,
1219,Labrinth,All For Us - from the HBO Original Series Euphoria,spotify:track:10hMM5nsZQf66ldBlgWBfG,True,,
1220,Kid Travis,Atomic Ever After,spotify:track:6rshj6lkRqKRjlCXWtTdwn,True,,
1221,Russ,Me You,spotify:track:4f1QbCjIAgQwnf7ms9NXWx,True,,
1222,The Kid LAROI,ABOUT YOU,spotify:track:5G7P83QgRGqnzJZmMJuxOH,,,
1223,Tory Lanez,LUV,spotify:track:16Ah4QqH4mgYVXqfC4mdSd,True,,
1224,Gryffin,Tie Me Down (with Elley Duhé),spotify:track:2zh01m4PiHaZz4BAm0NRxs,True,,True
1225,Aminé,WHY?,spotify:track:4qV3FpOX5NQbghsnmx3wKX,True,,
1226,Martin Garrix,Starlight (Keep Me Afloat),spotify:track:4UQy41kC5LjzwQuiuWOpwA,True,,
1227,Chaze Sharp,Bonezboy Nightz,spotify:track:60i2G45SsZn9pnrHdLShAo,True,,
1228,James Blake,Tell Them,spotify:track:3nWCi6Npr1DJObl5hgZwt7,,,
1229,Cosmo's Midnight,History,spotify:track:1Ba0ucfKPaRzS3AKvX3X3r,,,True
1230,Kanye West,God Is,spotify:track:6xRWoYwfwIKnT8bQGzKbxR,True,,
1231,SAINt JHN,Trap (feat. Lil Baby),spotify:track:1pChm8ih9LlKhWncBJ6HLr,True,,True
1232,Kanye West,Hands On,spotify:track:7r6aR2f57resC5r93LwMfK,True,,
1233,Billie Eilish,when the party's over,spotify:track:14JzyD6FlBD5z0wV5P07YI,True,,
1234,Mustard,On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),spotify:track:1xD7cSgpYzWiuPRfcIEmdT,True,,
1235,Yung Pinch,Look Like,spotify:track:3UiZUMXuNrORtsAIdDkZDe,True,,
1236,Post Malone,rockstar,spotify:track:7wGoVu4Dady5GV0Sv4UIsx,,,
1237,Future,Life Is Good (feat. Drake),spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc,True,,True
1238,SPENCE,If It Feels Right,spotify:track:2Zh0Z7irw3VGc0D9lj8lo8,True,,
1239,Mura Masa,Love$ick (feat. A$AP Rocky),spotify:track:7Kq16WtEJzdRSNQgdXsn7Y,True,,
1240,Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,spotify:track:1r9xUipOqoNwggBpENDsvJ,True,,True
1241,Julian Calor,No Fear Anymore,spotify:track:0vAXgfcS2hMaml2hAS1lgm,True,,
1242,Eminem,Lucky You (feat. Joyner Lucas),spotify:track:60SdxE8apGAxMiRrpbmLY0,True,,
1243,G-Eazy,No Less,spotify:track:44YAJYlDg4EECrecze8BU2,True,,
1244,Gucci Mane,Opps and Adversaries,spotify:track:1Ch0aqT7azhJ8iwQ1I4USz,True,,
1245,Joji,Pretty Boy (feat. Lil Yachty),spotify:track:0f1G5SHFoFC9lO03gHCGVS,,,
1246,Lykke Li,two nights part ii (Lykke Li x Skrillex x Ty Dolla $ign),spotify:track:47UnzjxpWvJKCverxM1OaS,True,,
1247,Oh Wonder,Lose It,spotify:track:2QgNcjwEn0vGmTommfszQd,True,,
1248,24kGoldn,Mood (feat. iann dior),spotify:track:3tjFYV6RSFtuktYl3ZtYcq,True,,
1249,Ed Sheeran,Shape of You,spotify:track:0FE9t6xYkqWXU2ahLh6D8X,True,,
1250,Lil Uzi Vert,Lo Mein,spotify:track:6CUP2khYzdphXebxVTfPE3,True,,
1251,Aminé,REEL IT IN,spotify:track:5qHirGR7M9tdm6C17DlzSY,True,,
1252,The Kid LAROI,STILL CHOSE YOU (feat. Mustard),spotify:track:637YZncqOkeFzcTmr7YijJ,True,,True
1253,Throttle,Dreamer,spotify:track:4PZSK9emDiCzkvT3yMWtOT,True,,True
1254,Juice WRLD,Fast,spotify:track:6MjNilJCVKJq0LfFvo5jWJ,True,,
1255,Dabin,Part-Time Lover,spotify:track:7iYMW4Ww40RAbfeccmzMQa,True,,
1256,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,True,,True
1257,BLACKPINK,Typa Girl,spotify:track:0L8LOav65XwLjCLS11gNPD,True,,
1258,Juice WRLD,Lucid Dreams,spotify:track:0X8DcetL926BYiPJYstJTc,True,,True
1259,Drake,No Friends In The Industry,spotify:track:2tUL6dZf1mywCj5WvCPZw6,True,,
1260,Meek Mill,Young Black America (feat. The-Dream),spotify:track:5fdZGkieO25z59c1PKXh8v,True,,
1261,lovelytheband,broken - Cash Cash Remix,spotify:track:5W0vgRE9B23TZDj5B7pRUO,True,,
1262,Jaden,Icon,spotify:track:22nyEAEM29tcBRhukR089b,,,
1263,Post Malone,Love/Hate Letter To Alcohol (with Fleet Foxes),spotify:track:6R9c642Hs3tOdLowjYaWt2,True,,
1264,Summer Walker,Playing Games,spotify:track:4hWgC5BV5M7EtTleKVXNxw,True,,
1265,Jay Sean,With You,spotify:track:1lnPygfVghWoKJAxaStV98,True,,
1266,Lil Peep,Falling Down - Bonus Track,spotify:track:0Dn40gxVCMo5TkgS8Ik18Q,True,,True
1267,Eminem,Walk On Water (feat. Beyoncé),spotify:track:7zLGHiDWd9T1Rxw4PQCb13,True,,
1268,MRNX,Someone to Forget,spotify:track:54MfDXq9IIetkuTcJdTceG,True,,
1269,Offset,Lick,spotify:track:4W9XGjEUVG9junR70FOLii,True,,
1270,Joyner Lucas,I'm Sorry,spotify:track:3dqxngWDgh4tb0VSb83nvc,True,,
1271,The Chainsmokers,Something Just Like This,spotify:track:1dNIEtp7AY3oDAKCGg2XkH,True,,
1272,"Tyler, The Creator",Boredom (feat. Rex Orange County & Anna of the North),spotify:track:5WNYg3usc6H8N3MBEp4zVk,True,True,True
1273,24kGoldn,GAMES ON YOUR PHONE,spotify:track:2EsyJN3AvC3zBlkQpb119M,True,,True
1274,Khalid,Saturday Nights,spotify:track:7vGGAJBkHKxKtOnGjQduDV,True,,True
1275,"Tyler, The Creator",EARFQUAKE,spotify:track:5hVghJ4KaYES3BFUATCYn0,True,True,True
1276,EVERGLOW,DUN DUN,spotify:track:3CyCjgTHFzqucmECajq8QA,True,,
1277,Joel Corry,Head & Heart (feat. MNEK),spotify:track:6cx06DFPPHchuUAcTxznu9,True,,
1278,Jeremih,Take Your Time,spotify:track:31UPzWYdHxYPxYFEqB9vmK,,,
1279,Justin Bieber,Intentions (feat. Quavo),spotify:track:4umIPjkehX1r7uhmGvXiSV,True,,
1280,HONNE,one way to tokyo,spotify:track:1WJNTBzGIcnkJMN77XJlW4,True,,
1281,Lil Tjay,Headshot (feat. Polo G & Fivio Foreign),spotify:track:6cQ08IpBxxfGcSKxqE3NmB,True,,
1282,Drake,God's Plan,spotify:track:2XW4DbS6NddZxRPm5rMCeY,True,,True
1283,Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) - Remix,spotify:track:6u7jPi22kF8CTQ3rb9DHE7,,,
1284,Snakehips,Don't Leave,spotify:track:0Zx8khUcEfCFK2AEoIhC92,True,,
1285,Alina Baraz,Floating (feat. Khalid),spotify:track:2vLWF4yFhTHQZVwrPTjH1s,,,True
1286,BROCKHAMPTON,BLEACH,spotify:track:0dWOFwdXrbBUYqD9DLsoyK,True,,
1287,The Chainsmokers,Takeaway (feat. Lennon Stella),spotify:track:6wo37KVqFJhtuxPTpLCcfe,,,
1288,Wiz Khalifa,"Speed Me Up (with Ty Dolla $ign, Lil Yachty & Sueco the Child)",spotify:track:15eWNa3kpCPKILbSvvzSWl,True,,
1289,Joji,ATTENTION,spotify:track:5aqu5xhPqoOWqF71PkfgM8,True,,True
1290,Lofi Fruits Music,Yellow,spotify:track:5qSK5PDQKDyfRxgXqog7xP,True,,
1291,Drake,7am On Bridle Path,spotify:track:42m3eP1JJhtzffal9B136J,True,,
1292,XXXTENTACION,SAD!,spotify:track:3ee8Jmje8o58CHK66QrVC2,True,,True
1293,Justin Bieber,Holy (feat. Chance The Rapper),spotify:track:5u1n1kITHCxxp8twBcZxWy,,,
1294,Wyclef Jean,Hendrix,spotify:track:5rLqKi5grzujEQsuYmiWeh,True,,
1295,HONNE,WHAT WOULD YOU DO? - The Lanesborough Session (feat. BAELY),spotify:track:6U164Ghcwg9l2c8ew8p1OV,True,,
1296,Ariana Grande,make up,spotify:track:27356GVuMPFWiJSZCragoM,True,,True
1297,Logic,ICONIC (ft. Jaden Smith),spotify:track:1FmdAhS8FqRoEJ4jcSfuKZ,True,,
1298,Kent Loon,Rax,spotify:track:5ZbkbqTLU9qcgBnKHGdGZz,True,,
1299,The Kid LAROI,FEEL SOMETHING (feat. Marshmello),spotify:track:2meUwHuMyPM0Ng1iTOc8eQ,True,,
1300,Mustard,Vato,spotify:track:0V5uhgs1JVdZn184oLITJ6,True,,
1301,"Tyler, The Creator",See You Again (feat. Kali Uchis),spotify:track:7KA4W4McWYRpgf0fWsJZWB,True,,
1302,Bazzi,I.F.L.Y.,spotify:track:4a6q8CR2hzLk2plDkSxkfD,True,,True
1303,The Weeknd,Escape From LA,spotify:track:1sOW4PuG5X3Ie3EXUhAopJ,,,True
1304,A Boogie Wit da Hoodie,Reply (feat. Lil Uzi Vert),spotify:track:364spZLB5bhNlnPrzvUB41,True,,
1305,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",spotify:track:3i7ICydraKgHigUqu2AOPy,,,
1306,Joji,CAN'T GET OVER YOU (feat. Clams Casino),spotify:track:5zGjnqtjvFee5fGLXHap3r,True,,
1307,SoMo,Roses,spotify:track:6dmSFcNT3eS1djnJQpSPUk,True,,
1308,Masked Wolf,Astronaut In The Ocean,spotify:track:3VT8hOC5vuDXBsHrR53WFh,True,,
1309,Logic,Midnight,spotify:track:1GtVGc1UYin3zpMUdNSSpM,True,,
1310,Firewoodisland,Forever Young,spotify:track:2h0ThLIUIfDEHuKVQLAnTm,True,,
1311,Paris Shadows,Bones,spotify:track:4kSIn4O6pWXcW7prq0kO4C,True,,
1312,XXXTENTACION,Everybody Dies In Their Nightmares,spotify:track:3GVkPk8mqxz0itaAriG1L7,True,,True
1313,French Montana,No Stylist (feat. Drake),spotify:track:04MLEeAMuV9IlHEsD8vF6A,,,
1314,XXXTENTACION,Jocelyn Flores,spotify:track:7m9OqQk4RVRkw9JJdeAw96,True,,True
1315,Lil Wayne,"I Do It (ft. Big Sean, Lil Baby)",spotify:track:1bRO28yzxgO3y3UmNR29TZ,True,,
1316,Jonas Blue,Mama - Acoustic,spotify:track:3VOtM6x5KXZuxSzHaaf9oO,True,,
1317,Drake,In The Bible (with Lil Durk & Giveon),spotify:track:61S79KIVA4I9FXbnsylEHT,True,,True
1318,SPOOKY GLOOM,NUMB / NO ONE,spotify:track:30xppLsDyy1YRYDVWXI7B0,True,,
1319,Drake,Wants and Needs (feat. Lil Baby),spotify:track:65OVbaJR5O1RmwOQx0875b,True,,True
1320,Porter Robinson,Shelter,spotify:track:2CgOd0Lj5MuvOqzqdaAXtS,True,,
1321,Smeyeul.,send me a song,spotify:track:2hzhi9s8hC9GdeLHuydqcL,True,,
1322,benny blanco,Roses (with Juice WRLD feat. Brendon Urie),spotify:track:5YAP8zpqj1eIX88makBjDe,,,
1323,Lil Uzi Vert,That Way,spotify:track:5raTDhlbxFDnpn89bxArdH,True,,
1324,Roddy Ricch,The Box,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,True,,True
1325,Russ,NIGHTTIME (Interlude),spotify:track:1LErJ8H8vJK9uJi66zlvbw,True,,
1326,Excision,Gold (Stupid Love),spotify:track:5ZzjNL4J31lqU853Un7T3f,True,,True
1327,Martin Garrix,Something,spotify:track:6LHXb1sGs72iTmpSr0603b,True,,
1328,Glass Animals,Heat Waves (with iann dior),spotify:track:3pXVWgkWybiGchdKGYDgdl,True,,
1329,Kanye West,Ghost Town,spotify:track:6Bg7MznA9X0dIhlAsLyBYj,True,True,True
1330,Lil Yachty,Yacht Club (feat. Juice WRLD),spotify:track:5R2rsbwCDXORX2tLfprRmM,True,,
1331,VIC MENSA,Almost There,spotify:track:6jlPsC7xoYtd13U9UcxbCf,True,,
1332,French Montana,Unforgettable,spotify:track:1F2HXIJrE2Xn81OzT2zZvW,True,,
1333,KnowKnow,Mr. Bentley,spotify:track:603FrR2LgWS3X4osiN12XO,True,,
1334,XXXTENTACION,changes,spotify:track:7AFASza1mXqntmGtbxXprO,True,,
1335,Drake,Emotionless,spotify:track:1v1IXPXl73Z7zy6f5tUa9n,True,,
1336,NLE Choppa,Shotta Flow (Feat. Blueface) [Remix],spotify:track:67XyC1GdSkKb9sbRRkUDXS,True,,
1337,YBN Nahmir,Talkin,spotify:track:1oxiu1OY6PHkJtakt4vKdX,True,,
1338,Taylor Swift,exile (feat. Bon Iver),spotify:track:4pvb0WLRcMtbPGmtejJJ6y,True,,
1339,James Blake,Mile High,spotify:track:64ydkbrt0xhdJXRaam06Mc,,,
1340,DaniLeigh,"Can't Relate (feat. YBN Nahmir, YG)",spotify:track:74YaGodeQdJoR5L8l59CYF,True,,
1341,BLACKPINK,You Never Know,spotify:track:39kzWAiVPpycdMpr745oPj,True,,
1342,Joji,Sanctuary,spotify:track:3xaugmCyXrVkrDTXbFkMW3,True,,
1343,Win and Woo,Chasing Tail (Madnap Remix),spotify:track:6exN5SiAFfOI4DyRPZuUWh,True,,True
1344,Glude,Dreamers,spotify:track:2L6kAGRcZtLKK8jG6W5kNw,True,,
1345,Drake,Jimmy Cooks (feat. 21 Savage),spotify:track:3F5CgOj3wFlRv51JsHbxhe,True,,
1346,Travis Scott,SICKO MODE,spotify:track:2xLMifQCjDGFmkHkpNLD9h,True,,True
1347,Boy In Space,Cold,spotify:track:5jYe1mOKg5zUx0enf1DOdz,True,,
1348,Juice WRLD,Robbery,spotify:track:711MglQhnhOF3UAiAs9A59,,,
1349,Ed Sheeran,Bad Habits,spotify:track:6PQ88X9TkUIAUIZJHW2upE,True,,True
1350,Souly Had,Crush,spotify:track:0FtuxFKzjbVCQAA3UQZXll,True,,True
1351,YG,Jealous,spotify:track:6tNnz0d4tijmTed5YB434Q,True,,
1352,Joji,SLOW DANCING IN THE DARK,spotify:track:0UyljEbX9dqI1K0sqdv6B6,True,,True
1353,Finn Foxell,Herd,spotify:track:2LXPJkhEzpyiUrCIRVqM7S,True,,
1354,Kanye West,Follow God,spotify:track:2QpGZOhTCHHiKmpSO9FW4h,True,,
1355,The Weeknd,In Your Eyes (with Doja Cat) - Remix,spotify:track:0UnTaVkntyh3vqvLEvbpQx,True,,
